as-set,descr,members,mnt-by,last-modified,source,AS_count,cone,class
as1299:as-twelve99-ru-v4,"arelion,twelve99,f/k/ateliacarrier","as1299,as-29071-clients,as-abnjsc-set,as-aeru,as-agtel-int,as-akamai,as-anexia,as-annet,as-artencia,as-artplanet,as-asvt,as-at-it,as-at-telecom,as-atlex,as-avanta,as-avantel,as-avantel-msk,as-avantel-spb,as-bgn,as-bigtelecom,as-biztel,as-captel,as-centrlan,as-centroset,as-chtp,as-chudotel,as-cifratelecom,as-cisp,as-citytelecom-msk,as-citytelecom-upstreams,as-cloud-ix-local,as-cloudflare,as-cloudlab,as-cnx-ekb,as-colocat,as-com4s,as-comcor,as-complat,as-compnet,as-corpsoft,as-cortel,as-country,as-croc,as-cts-marsat,as-darnet,as-datahouse,as-dataplanet,as-datapro,as-ddos-guard,as-dhub,as-digcomm,as-dinet,as-dipt,as-directnet,as-domolan,as-eco,as-edunet,as-elcat,as-elight,as-erth,as-eserver,as-est,as-ett,as-eut,as-extrim,as-flex,as-flytelecom,as-foratelecom,as-fortex,as-fotontelecom,as-ftelecom,as-gazsvyaz,as-gercon,as-get-net,as-grey,as-hostglobalplus,as-hts,as-icnet,as-ihome,as-iiat,as-iipnet,as-imaqliq,as-imc,as-imsys,as-indikom,as-infobox,as-insitinvest,as-insys-ekb,as-intelcomgroup,as-intelsvyaz,as-interactive3d,as-intercom-technology,as-intercon,as-interlogica-ltd,as-intersvyaz,as-intraffic,as-istelecom,as-it-starcom,as-itmedia-uaix,as-itnet33,as-kampod,as-kievnet,as-kolpinonet,as-konnektika,as-kovrov,as-krasnet-g2,as-kt-ru,as-kvidex,as-lancraft,as-lanlink,as-ligalink,as-linetel,as-link-net,as-linktelecom,as-lite-telecom,as-livetex,as-lmhd,as-lu,as-mailru,as-mark-itt,as-marynonet,as-mastertel,as-max,as-mcn,as-megabit,as-metro-set,as-migraph,as-milecom,as-miran,as-mmts,as-mnt,as-mosline,as-motiv,as-moyo,as-mtt,as-mtw,as-mvm,as-naukanet,as-ncnet,as-nconnect,as-net21,as-netcom-r,as-netline,as-netskope,as-nevalink,as-newlinetelecom,as-newtelesystems,as-nexttell-msk,as-ngenix,as-novita,as-ntks,as-ntx,as-nxss,as-opcom,as-orionnet,as-pirixinet,as-prometey,as-qrator,as-ramtel,as-ratel,as-reconn,as-regionsv,as-relline,as-relsoft,as-renet,as-retn,as-rim2000m,as-rosprint,as-rostelecom,as-rostnet,as-rtsnet,as-ru-spacenet,as-rucenter,as-rucomtech,as-runnet,as-runtk-set,as-rusphone,as-satnetspb,as-sdk,as-sds,as-seanet,as-selectel,as-selectel-msk,as-serverscom,as-servicepipe,as-set-kmtn,as-set-linkintel,as-set-ln,as-set-procenter,as-set-sven,as-set-tcloud,as-severen-volga,as-sirius,as-sits,as-sky-en,as-skynetcom,as-slcloud,as-sns-slav,as-sp-line,as-sserv-ru,as-st,as-star-net,as-starlnk,as-svols,as-svscomm,as-swissnet,as-t2ru-mr-moscow,as-t2ru-mr-nn,as-t2ru-mr-nsk,as-tahion,as-tcdnet-peers,as-tcenter,as-telko,as-teslatel,as-tetra,as-tevia,as-thefirst,as-theorema,as-tinkoff,as-tionix,as-tktel,as-tmpk,as-tomica,as-trytek,as-ubn,as-ugo,as-unilink,as-uniontel-ru,as-unitednet,as-universumnet,as-upitertelecom,as-utex,as-vdsina,as-vista,as-vkontakte,as-vmcity,as-vnet-peers,as-voentelecom,as-wellcomm,as-westcallspb,as-yacloud,as-yandex,as-zao-kes,as-zvezdatel,as3191,as3326,as-ext,as6719,as15870,as16323,as25292,as26941,as29043,as29450,as29503,as34268,as34381,as34545,as34824,as34843,as34853,as35271,as35508,as35802,as39410,as39805,as40997,as41853,as41861,as-unitlineekb,as41957,as42269,as42377,as42483,as42988,as43102,as43502,as43537,as43678,as43912,as44041,as44417,as44595,as44849,as45055,as47181,as47213,as47323,as47860,as47968,as48036,as48197,as48225,as48739,as48851,as49179,as49261,as49834,as50187,as50378,as50538,as50775,as50822,as51009,as51444,as51507,as56741,as57073,as57530,as57586,as57996,as58045,as58288,as58341,as59504,as59692,as59698,as60231,as60544,as60684,as60796,as60921,as61141,as61378,as62221,as62366,as62429,as64419,as198056,as198083,as198255,as198616,as199394,as199599,as199995,as-peer,as200430,as200624,as201119,as201477,as201499,as202498,as203513,as203907,as204039,as204217,as204271,as204272,as204338,as204576,as204600,as204825,as205264,as205332,as205638,as205830,as206152,as206295,as206661,as207353,as207472,as207874,as208003,as208314,as208936,as208992,as209415,as209655,as209657,as210079,as210109,as210447,as210494,as211406,as211590,as211631,as211637,as211932",twelve99-irr-mnt,25-05-2023,ripe,378,42420,0
as-xconnect24,as-setcontainingalldownstreamas'esofas260,"as260,as11179,as12561,as16046,as22363,as24646,as25465,as27471,as40517,as42718,as51857,as51923,as53889,as56722,as60021,as60051,as60404,as61018,as62049,as200851,as201055,as202670,as206168,as44444,as-buzinessware,as-xconnect24-us",as260-mnt,04-01-2022,ripe,26,26,0
as8326:as-bydgoszcz-1014,as'esannouncedbybydgoszcztopionierset1014,"as42968,as29445,as197265,as205187,as204873,as206758,as204870,as48208",pl-bydman-mnt,10-03-2021,ripe,8,8,0
as-dn-vnet,vnetcustomersas'es,"as34786,as-planet1",vnet-dn-mnt,10-12-2021,ripe,2,2,0
as-42010set,itpsas-setforas42010,"as42010,as50224",mnt-itps,21-02-2013,ripe,2,2,0
as-sigfox,scientificnetworksouthtyrolasmacro,as21212,fr-sigfox-1-mnt,13-12-2016,ripe,1,1,0
as-hstlnd,mercycloudtunnelbrokerautomaticgenerated,as62082,hostland-mnt,26-12-2020,ripe,1,1,0
as-uunetnl,uunetnlmacro,"as702,as-nl-customer",wcom-emea-rice-mnt,12-11-2010,ripe,2,1,1
as-bytepark-cust6,bytepark-ipv6customers,as61421,bytepark-mnt,15-08-2021,ripe,1,1,0
as41955:as-sernet,"sernetservicenetworkgmbh,goettingen",as41955,de-sernet-1-mnt,15-08-2017,ripe,1,1,1
as-nordunetcore,"macrowiththe""core""nordunetases","as2603,as-sunet,as-funet,as-uninett,as-rhnet,as-deic,as-ndgf,as-runnetcore,as-litnet",nordunet-mnt,01-10-2015,ripe,9,302,0
as-tts,teralinetelecomsviazltd.,"as59498,as52112,as8491,as201417,as206965,as208879",mnt-tts,25-12-2019,ripe,6,6,0
as-ukrnetodix,odessaixpoint,"as21149,as12883,as8207,as15595,as6876,as8192",ukrnet-mnt,15-11-2002,ripe,6,6,0
as-tsbc,assetpropagatedbytelenorsatellitebroadcast,as-telenorno,cd-no-mnt,12-06-2018,ripe,1,131,0
as-telfly,euautonomoussystemas-set,as41717,misaka-mnt,15-01-2018,ripe,1,1,0
as-yandexcloudil,flexiscaletechnologiesltd,as210560,lir-il-nebiusisrael-1-mnt,09-03-2023,ripe,1,1,0
as-ioko,ioko365ltd,"as30914,as24807,as49958,as42096",ioko-mnt,11-10-2016,ripe,4,4,0
as-itandtel,itandtel,"as12447,as12991,as18880,as21013,as25089,as29085,as31146,as34694,as38955,as39285,as39555,as41384,as42473,as43848,as44329,as44399,as44760,as48055,as49864,as51187,as56424,as61022,as61108,as196668,as200026,as200932,as205202,as205687,as206778,as208689,as209021,as210393,as211629,as213053,as-anexia,as-emit,as-miex,as-minniberger,as-profinet,as-rkm,as-set-stw,as-set-stwk,as-tklindau,as-xlink,as-infotech,as-kelag-connect",itandtel-mnt,25-04-2023,ripe,46,123,0
as-vix,vixinternalandcustomers,as29532,ith-mnt,18-10-2021,ripe,1,1,0
as-vedekon,vedekonltd.,"as35795,as35349,as42414,as51848,as58277,as49824,as196906,as-tangram-ua",vedekon-mnt,02-08-2021,ripe,8,14,0
as39526:as-transit,as39526transit,"as39526,as-telco,as39526,as-iaas",o-mnt,18-03-2021,ripe,4,5,0
as-interlan-netnod,downstreamofvineethp-transit,"as43065,as206114",interlan-se-mnt,02-02-2022,ripe,2,2,0
as-it-supernap,supernapitalias.p.a.,"as203201,as197290,as39825,as209418,as209634,as8660,as204760,as20658,as208808,as60227,as8855,as43843,as207697,as42665,as41606,as202371,as60049",it-supernap-mnt,09-12-2022,ripe,17,17,0
as199918:as-wap,networkofqingfong,as199918,warp-mnt,27-03-2023,ripe,1,1,0
as-set-jonas,as-setforas-jonas,"as43948,as12381",jonas-mnt,25-03-2016,ripe,2,2,0
as-exa:as-itself,exanetworksassignement(s),as30740,exa-dbm-mnt,29-12-2003,ripe,1,1,1
as-fon37305,frontieropticalnetworks,"as37305,as30991,as37365,as37027,as15399,as33771,as37071,as36977,as37044,as37273,as-bcs37273,as25568,as37156",hs66310-mnt,05-03-2012,ripe,13,128,0
as202945:as-altnet,upstreamslist,"as202945,as202945,as-downstreams",altnet-mnt,26-12-2022,ripe,3,1,1
as-casablanca-transit,casablancaintiptransitannouncements,"as15685,as33943,as39761,as-cznic-transit,as-netair-transit,as44430,as-nix,as-nix-ris,as42189,as48417,as48451,as20723,as39790,as-active24,as-dragon,as-dragon6,as-2connect,as197197,as50971,as198031,as-nordictelecom,as197246,as41759,as62159,as204165,as203376,as60592,as-set-cbs,as-set-heliosmb,as205300,as34293",casablanca-core-mnt,08-10-2021,ripe,31,245,0
as-puq,as-setcontainingas142289anditsdownstreammembers.allmembersofas142289shouldconfigurethisas-setintheirrpsl.,"as210913,as209807",lir-pl-puq-1-mnt,13-08-2021,ripe,2,2,0
as24748:as-ix,asesadvertisedtoix/peerings,"as112,as12345,as12346,as-to-thinx,as12827,as13119,as-szczecin-com,as13335,as13335,as-customers,as15133,as15507,as15694,as15694,as-atman,as15997,as16276,as196728,as197064,as-peer,as197155,as197399,as197431,as197649,as197682,as197735,as197811,as197977,as198036,as198216,as198408,as198493,as198577,as198591,as198595,as198676,as198782,as198884,as198921,as199057,as199453,as200088,as200094,as-mirolan,as200437,as-idm,as200999,as201342,as201814,as-clients,as201990,as202081,as202162,as203417,as205160,as205299,as205308,as205727,as20778,as-pkobp,as207912,as20853,as209200,as209399,as21068,as211655,as212781,as24723,as-office,as24748,as25070,as25084,as-pcz-pops,as25152,as25443,as25506,as28793,as29522,as29535,as-mix2,as29665,as30975,as31080,as31199,as31409,as31505,as32590,as33807,as33901,as33951,as-forweb,as34252,as34337,as34390,as34544,as35498,as35745,as-provector,as39041,as39091,as39112,as39255,as39330,as39603,as39661,as41056,as-customers,as41142,as41201,as41247,as41406,as41522,as41676,as41790,as41809,as41930,as42204,as42503,as42763,as42830,as42963,as43325,as43506,as43941,as44061,as44370,as47252,as48428,as48487,as48707,as49532,as50606,as-50625,as50705,as50786,as51261,as51394,as51864,as-5526tr,as5550,as-task,as56945,as57239,as-blueleaf,as57305,as57355,as57367,as57613,as57789,as-57896,as57966,as60399,as61154,as6507,as-actpa,as-actus,as-akamai,as-allegrogroup,as-aplitt,as-artnet,as-atds-services,as-blokowe,as-brk,as-bytedance,as-cbt,as-cdn77,as-citystrada,as-consensusone,as-cpt,as-cvd,as-cyfronet,as-dataspace-thinx,as-dcenter,as-dcenter-pl,as-derkom,as-dhosting,as-elektron,as-etop,as-euronet-pl,as-exatel-int,as-fbrx,as-fiberway,as-gawex-transit,as-gcore,as-giga,as-gwp-o2,as-hawe-all,as-icm-ixp-ipv4,as-icpnet,as-infomex,as-inm,as-internet-cafe,as-ipivision,as-itarte,as-itsa,as-iwacom,as-ixp,as-koba,as-korbank2,as-matronix,as-maxia,as-mediatelekom,as-metroport,as-multiplaypl,as-nask,as-nazwapl,as-netassist,as-netbis,as-netfala,as-netuity,as-nflx,as-nsm,as-olix-mix-pl,as-olix-mix-pl,as-omnitec,as-ose,as-pagi,as-pirxnet,as-pl-elart,as-pl-fuz,as-plusnet,as-pss,as-rewolucja-net,as-robcom,as-sask-peerings,as-set39603,as-set-evio,as-skynet1,as-snt,as-stackpath,as-supermedia,as-tauron-set,as-televoice-1,as-telnap-pl,as-tmpl,as-toya,as-tvsat364,as-vectra,as-wdm-net,as-wlantech,as-wsisiz",atman-mnt,31-05-2023,ripe,241,6875,0
as-gmsu,globalmessageservicesukrainellc,as42600,gmsu-mnt,07-08-2014,ripe,1,1,1
as-netplus-ch,netplus.chsa,"as15547,as-netplus",as15547-mnt,17-09-2015,ripe,2,34,0
as50613:as-thordc,thordcandthordccustomers,"as50613,as51969,as62512,as55293",mnt-advania,21-11-2016,ripe,4,4,0
as-saturn,setofasannouncedfromsaturnisptoupstreamproviders,"as24697,as24881",saturn-mnt,12-10-2005,ripe,2,2,0
as-saturn-set,-=smart-group-as=-,"as44027,as15881,as206107",spitamen-alexander-internet-mnt,16-08-2021,ripe,3,3,0
as-rob-parker,aschepotrannoattraversarelaretefontel,as208122,mnt-rob-parker,13-10-2019,ripe,1,1,0
as-maximum-eurotel,maximum-net-as-set,"as43139,as56485,as57076,as12662,as57361,as58054,as48019,as48106,as25514,as57830,as-uos,as41586,as-eurotele",maximumnet-mnt,20-02-2017,ripe,13,400,0
as-goksik,198288announcedas's,"as202002,as200192",goksik-mnt,03-03-2023,ripe,2,2,0
as-globus-rt,globus-telecomasestortkomm,"as30733,as8595,as20806,as25483,as29499,as33871,as34030,as34643,as34832,as-35294,as35432,as38922,as47827,as39376,as39406,as41095,as41212,as41554,as42787,as42972,as43149,as43798,as43801,as43670,as44900,as47470,as47659,as47851,as48739,as48343,as49863,as45013,as12836,as43020,as50197,as50701,as51230,as51893,as-astelnet,as-sitek,as-directnet,as-synchroline,as-stelcom,as-sensys,as-bestline,as-compnet,as-ru-crosstel,as-kalibr,as-telecall,as-cwsvyaz",globus-mnt,24-10-2022,ripe,50,366,0
as-procopa,manitoubfs.aas-set,as210939,dk-baesdata-1-mnt,22-09-2021,ripe,1,1,0
as29648:as-in:as12668,seeas29648:as-inobjectfordetails,as-miralogic,comline-mnt,13-09-2012,ripe,1,40,0
as-blocked-ru,listofruasnblockedaccordingtohttps://nkrzi.gov.ua/index.php?r=site/index&pg=99&id=2252&language=uk,"as12389,as8402,as8359,as3216,as12714,as31133,as20485,as31200,as42610,as25513,as49505,as62355,as8342,as25490,as39927,as28840,as8369,as15774,as28812,as35807,as12332,as3267,as41733,as20632,as2854,as8615,as12683,as12958,as21127,as25515,as12768,as13238,as24955,as12695,as12668,as31514,as21479,as29124,as51604,as47395,as39407,as49392,as35154,as8732,as25405,as42682,as50340,as33934,as25159,as12772,as50923,as51570,as13118,as21453,as34533,as21017,as34145,as8570,as34602,as25008,as34123,as42116,as39435,as31363,as29497,as34665,as41843,as60496,as31036,as197695,as8492,as16301,as34137,as47165,as200350,as20597,as41668,as8439,as12543,as28890,as48642,as8675,as47764,as6854,as8371,as29456,as34974,as29182,as31213,as56981,as25436,as34584,as50498,as3253,as15582,as39229,as56420,as29190,as51645,as15640,as25086,as8595,as5523,as8470,as3239,as42277,as57044,as35816,as12418,as15468,as13056,as34590,as2895,as16345,as35728,as50543,as12722,as24683,as8905,as8580,as2875,as5480,as5563,as8443,as25408,as57378,as48524,as41682,as21353,as31214,as3226,as31163,as6863,as8331,as6856,as52207,as6731,as47541,as9123,as21487,as31359,as42825,as47241,as41754,as51819,as51659,as35000,as39493,as50544,as24739,as30729,as42683,as43478,as41661,as25532,as20807,as25549,as24612,as34267,as6789,as29194,as16285,as28745,as41560,as42038,as212667,as8920,as8334,as8427,as12730,as31286,as31357,as49342,as209372,as30922,as201776,as8641,as50542,as5387,as41727,as51035,as57026,as29648,as50512,as34456,as42362,as41134,as42110,as31257,as44507,as15759,as15974,as30881,as35539,as210079,as8416,as39812,as29125,as48092,as6801,as35511,as43468,as29072,as29076,as41786,as41268,as56830,as25227,as49531,as198610,as33894,as42132,as42632,as9049,as31692,as39028,as35598,as31430,as20985,as21365,as41704,as44050,as49063,as56534,as12688,as48176,as21483,as35048,as41330,as29226,as30822,as47914,as5591,as15552,as35196,as44775,as205515,as42548,as48347,as8350,as47759,as47438,as24699,as30784,as31364,as44068,as48212,as49170,as48287,as12494,as31376,as15378,as31261,as43146,as51032,as35645,as2878,as48190,as56330,as8594,as38917,as48096,as28769,as43727,as44265,as198541,as16256,as31195,as5495,as56341,as2848,as21378,as24626,as34038,as42893,as49301,as15500,as41691,as207967,as13230,as39442,as34352,as49048,as39264,as13174,as31499,as34300,as35177,as42087,as42514,as5467,as21367,as34629,as48282,as61400,as39001,as6828,as8752,as21191,as39494,as41854,as43793,as50060,as59815,as197078,as52000,as8563,as35032,as41822,as44604,as59713,as9110,as30968,as42668,as5567,as8629,as12846,as13079,as15638,as33993,as35125,as50596,as44056,as48430,as15673,as15493,as15757,as21332,as48940,as31205,as204895,as13178,as15672,as20533,as34139,as56377,as3058,as8491,as16300,as35389,as41403,as48166,as34150,as5429,as34757,as39728,as41789,as8636,as44676,as8345,as21289,as35641,as43530,as47694,as48475,as50477,as196739,as16287,as34449,as208677,as13259,as43317,as47313,as57227,as57363,as13055,as20870,as35271,as60490,as12679,as34875,as35140,as30733,as24689,as25308,as39289,as43314,as43714,as44347,as44724,as197023,as204144,as8749,as48781,as199274,as48209,as12380,as24829,as30745,as33991,as39578,as42742,as43274,as49718,as56361,as196750,as200833,as31208,as31224,as8997,as42437,as28884,as34550,as39045,as41535,as42861,as50174,as56340,as213220,as51034,as3218,as6761,as8299,as16083,as24923,as25100,as25592,as29470,as35751,as42892,as43660,as47193,as50009,as51004,as51669,as57393,as5537,as30721,as39785,as42239,as43782,as51522,as196949,as12705,as39561,as42322,as44206,as208397,as5386,as5468,as6694,as8241,as8711,as12976,as13227,as15658,as20655,as24588,as24783,as28947,as31028,as31425,as31643,as33969,as34168,as34879,as34896,as35401,as38951,as41802,as42145,as47240,as48249,as49120,as49136,as49218,as49291,as49483,as49776,as49816,as51116,as51812,as59624,as196991,as197298,as201952,as20663,as25880,as43567,as48320,as41034,as24936,as39775,as41349,as42387,as42429,as47236,as60098,as196797,as3316,as35531,as41575,as47626,as3175,as43132,as43966,as44128,as202423,as202984,as13257,as35558,as39054,as39858,as40993,as42304,as42678,as44677,as44882,as45027,as47844,as58002,as59793,as39811,as42007,as56694,as15428,as24810,as28719,as44533,as20764,as30855,as34709,as47218,as47954,as8291,as16012,as25591,as31484,as31724,as33871,as38934,as42676,as47119,as51515,as57271,as196742,as39087,as210512,as16179,as31323,as49352,as29329,as39134,as42065,as48625,as50928,as200044,as209024,as8744,as12724,as15934,as16043,as16230,as25189,as31558,as34205,as39799,as41976,as47684,as48149,as49476,as49583,as49779,as51042,as59504,as62287,as196695,as35815,as196638,as24663,as31501,as34467,as44587,as50289,as12737,as34573,as41058,as21480,as28968,as30936,as34485,as42478,as45054,as47531,as47562,as48481,as52043,as56791,as56864,as199420,as205952,as6903,as24762,as25446,as30749,as38922,as41601,as48400,as204490,as8410,as8901,as9177,as25478,as31483,as34892,as40995,as44257,as44391,as199599,as6672,as16054,as31370,as39701,as49821,as56689,as5598,as8915,as12739,as13095,as20483,as34241,as34894,as35810,as39153,as43404,as44270,as44736,as47211,as47530,as48044,as48327,as49037,as49055,as49060,as49368,as50473,as50911,as51218,as57214,as60139,as196936,as197460",uaix-mnt,04-03-2022,ripe,642,642,0
as-mailru,mail.ru,as-vk,vkcompany-mnt,12-01-2023,ripe,1,20,0
as8308:as-peerings:as19551,setofas-esacceptedfrom19551,as-incapsula,as8308-mnt,15-05-2020,ripe,1,328,0
as-nlix-dtag,saveonbandwidthllc,"as20562,as-sit,as29028",openpeering-mnt,10-02-2022,ripe,3,12,0
as-avacon-connect-de,m3t_announcements,"as208968,as210557",heko-mnt,15-11-2021,ripe,2,2,0
as-telianetse-v6,teliacompanysweden,"as3301,as-bdnet,as-chorus,as-edgecast,as-gdm,as-interlan-se,as-intron,as-junet,as-n62,as-nttcomsec,as-obe,as-portlane,as-rtsc,as-sitic,as-telavox,as-wmdatase,as1729,as2799,as8464,as9201,as15991,as24819,as25252,as25387,as30821,as34576,as35041,as-customers,as35814,as39570,as41340,as42307,as43018,as43645,as43770,as46616,as49172,as49272,as49419,as49949,as50273,as50904,as56736,as57597,as58320,as59807,as59951,as61413,as62463,as197581,as197623,as197942,as198217,as198463,as198476,as198568,as198612,as198837,as199215,as199355,as199768,as199780,as199781,as199902,as200060,as200150,as200691,as201087,as201869,as202116,as202967,as203158,as204101,as204302,as204847,as206799,as206884,as207322,as207538,as209041,as-all,as209236,as209797,as211502,as212725",telianet-lir,30-05-2023,ripe,85,1864,0
as-oneneo-out,bbk-ludwigsstadt,"as212509,as202245,as-aig-out,as200119,as-bbk-out",lir-de-oneneo-1-mnt,27-03-2023,ripe,5,3,1
as-spinvox,spinvoxautonomoussystems,as44292,mnt-spinvox,31-12-2007,ripe,1,1,1
as-set-ultranet-pl,asesroutedbyultranet-pl,"as49888,as209802",ultranet-mnt,29-07-2022,ripe,2,2,0
as-netsolutions,eferogmbh-researchnetworkpeers,"as49349,as205083,as49434,as47674",netsolutions,07-07-2020,ripe,4,4,0
as51358:as-all,asnsthatareadvertizedbydol,as51358,mnt-radioactive,21-10-2020,ripe,1,1,0
as-uniffm,asesoperatedbyuniffm-net,as20633,uniffm-mnt,19-07-2006,ripe,1,1,1
as-tfnet,as-esroutedbytfnets.r.o.czzel.brod,as202895,tfnet-mnt,18-05-2016,ripe,1,1,1
as-ebrz,ukcloudas-set,as213121,mnt-ebrz,22-06-2020,ripe,1,1,0
as-hightech,+------------------------------+,"as49719,as31538",hightech-mnt,16-01-2012,ripe,2,2,0
as-ip-tech,http://www.ip-tech.ch,as25062,ch-everyware-mnt,14-01-2015,ripe,1,1,1
as-gnx,as-setforams-ixrsfilter,"as42156,as-ram,as-liteserver,as42282,as42718,as50470,as51198,as208364",netnova-mnt,22-08-2022,ripe,8,103,0
as-itc,integratedtelecomco.asset,"as35753,as8895,as15412,as24731,as47907,as41132,as41176,as42428,as34426,as42684,as31416,as42769,as25438,as20759,as56714,as6714,as50517,as43373,as29160,as43706,as43775,as34400,as43766,as44995,as42943,as47327,as41810,as29684,as41472,as47146,as48840,as42067,as39919,as44689,as43316,as41147,as30815,as15505,as48937,as35819,as47794,as30857,as39358,as50999,as48832,as31699,as196848,as199001,as60462,as47887,as41594,as42591,as31699,as197989,as59605,as47606,as39015,as60050,as54363,as21002,as35086,as43706,as198254,as58025,as200666,as3311,as51975,as44465,as44623,as42319,as48801,as50880,as-shabakah,as-set30815,as-tsc-mem,as3225,as49474,as203116,as57900,as49257,as34397,as48932,as49240,as12529,as52161,as43378,as60055,as206942,as44138,as38968,as49317,as25019,as59771,as43977,as199928,as35039,as60181,as41659,as205159,as196921,as47344,as201927,as44577,as206878,as42333,as203147,as49610,as198406,as57863,as25122,as205906,as198169,as208293,as32261,as31898,as35338,as12486,as30873,as57799,as26178,as42182,as202992,as207276,as209029,as21245,as41054,as208520,as51095,as203615,as212436,as50837,as201484,as46071,as32261,as13335,as57585,as22804,as35629,as6973,as212758,as211226,as43009,as139057,as13126,as61073,as209342,as57968,as138915,as207661,as197247,as54994,as3573,as14114,as212371,as45102,as31452,as5416,as208417,as19281,as35019,as39273,as35568,as35457,as35729,as30882,as64905,as8895,as-kacst,as-mtcksa",itc-noc-mnt,02-06-2023,ripe,169,168,0
as-bitpro,bitproas,"as44764,as44763,as198309,as28795",bitpro-no-mnt,20-01-2014,ripe,4,4,0
as211776:as-craftbyte-upstreams,upstreamsas-set,"as211776,as211776,as-craftbyte,as6939,as-hurricane,as-hurricanev6,as34927,as-ifog,as34854,as-merkel",anze-jensterle-mnt,31-03-2021,ripe,10,816,0
